"State","DATE","BUSLICTAX","CORPINCTX","CORPLICTAX","PROPTAX","SLGRTAX","SVRNCTAX","TLINCTAX","TLSLTAX","TOTLTAX","INCTAX","SALESTAX"
"MS",1999-01-01,55214,229501,71704,1280,3028416,19259,1212546,798107,4573823,983045,NA
"MS",2000-01-01,53311,227716,68019,1378,3146936,28139,1234378,813552,4711594,1006662,NA
"MS",2001-01-01,65011,210786,66100,1293,3137294,35103,1244153,811664,4749481,1033367,NA
"MS",2002-01-01,76898,195814,61886,1246,3183323,31897,1180931,842849,4728905,985117,NA
"MS",2003-01-01,74522,288778,69311,1324,3304878,47241,1308806,844894,4999144,1020028,NA
"MS",2004-01-01,59525,243846,89763,40241,3391202,53809,1305550,908294,5124730,1061704,NA
"MS",2005-01-01,67328,283231,98152,44070,3523388,66275,1457296,935418,5432152,1174065,NA
"MS",2006-01-01,71913,316981,109018,44661,3921993,89910,1571714,874156,5989603,1254733,NA
"MS",2007-01-01,79679,369205,125580,47621,4178190,81814,1771014,1022568,6481876,1401809,NA
"MS",2008-01-01,84158,384643,129770,23979,4229443,135248,1935722,1094053,6745743,1551079,NA
"MS",2009-01-01,88486,324301,111892,24393,4138039,113762,1809893,1111542,6490579,1485592,NA
"MS",2010-01-01,93219,316331,112064,24396,4074607,90832,1668812,1225508,6268823,1352481,NA
"MS",2011-01-01,86867,347963,126722,24454,4217623,105100,1745541,1248248,6549779,1397578,NA
"MS",2012-01-01,91660,395679,146255,23982,4396669,116379,1896946,1324426,6953365,1501267,NA
"MS",2013-01-01,96020,415980,149321,24122,4571294,104692,2171404,1379611,7402725,1755424,NA
"MS",2014-01-01,100025,526302,182624,25103,4705835,91059,2193646,1401203,7575395,1667344,NA
"MS",2015-01-01,122097,534547,170546,25961,4873777,78726,2317985,1451003,7902885,1783438,NA
"MS",2016-01-01,129892,463111,144283,26725,4777794,39194,2263164,1480034,7660391,1800053,NA
"MS",2017-01-01,78606,407913,129167,27099,4950204,42134,2206769,1466766,7724629,1798856,NA
"MS",2018-01-01,81682,437407,137989,29540,5030854,47418,2290344,1473102,7890571,1852937,NA
"MS",2019-01-01,77829,494811,155657,28362,5232943,51741,2463296,1501171,8288883,1968485,NA
"MS",2020-01-01,81397,421425,132851,29387,5264298,36507,2282688,1455674,8099990,1861263,NA
"MS",2021-01-01,78063,550199,213898,29885,5657362,29635,3065829,1426971,9353158,2515630,NA
"MS",2022-01-01,98567,710719,220789,29025,6244106,51364,3248506,1473638,10182769,2537787,NA
"MT",1942-01-01,NA,1541,18,2503,6687,761,2393,6687,14337,852,NA
"MT",1943-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"MT",1944-01-01,NA,1237,21,1720,5625,966,2584,5625,13889,1347,NA
"MT",1945-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"MT",1946-01-01,NA,766,40,1557,7428,832,2355,7428,14395,1589,NA
"MT",1947-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"MT",1948-01-01,NA,1907,57,1633,11688,854,4982,11688,23312,3075,NA
"MT",1949-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"MT",1950-01-01,NA,1678,66,3509,14465,1152,5365,14465,30149,3687,NA
"MT",1951-01-01,791,2615,58,3682,16721,1087,7050,16721,34771,4435,NA
"MT",1952-01-01,791,2284,78,3915,17821,1168,7609,17821,37332,5325,NA
"MT",1953-01-01,766,1610,72,4255,18858,1331,6508,18858,37406,4898,NA
"MT",1954-01-01,775,1812,73,4237,20002,1418,6735,20002,39351,4923,NA
"MT",1955-01-01,800,1573,81,4336,21134,1582,6881,21134,41581,5308,NA
"MT",1956-01-01,1001,3005,89,4434,24380,1660,10582,24380,49255,7577,NA
"MT",1957-01-01,969,2360,89,4973,25288,3472,9910,25288,52632,7550,NA
"MT",1958-01-01,1026,2358,95,4879,27580,3162,11658,27580,56508,9300,NA
"MT",1959-01-01,1050,2920,130,6757,28339,2928,12346,28339,60396,9426,NA
"MT",1960-01-01,1355,4671,136,6247,29990,2951,15378,29990,64868,10707,NA
"MT",1961-01-01,1472,4679,202,5846,30840,2970,18278,30840,68697,13599,NA
"MT",1962-01-01,1552,4535,128,6857,31895,2982,18744,31895,71826,14209,NA
"MT",1963-01-01,1592,4723,113,6236,34029,3183,18657,34029,73861,13934,NA
"MT",1964-01-01,1743,5051,117,6415,34615,2736,19742,34615,75872,14691,NA
"MT",1965-01-01,1712,5871,125,5375,35607,2886,22528,35607,79560,16657,NA
"MT",1966-01-01,2184,6958,137,7338,38274,3332,28069,38274,91198,21111,NA
"MT",1967-01-01,2136,7608,121,5145,37703,3515,31832,37703,92823,24224,NA
"MT",1968-01-01,2313,7329,149,7645,40613,3084,36903,40613,104973,29574,NA
"MT",1969-01-01,2322,8070,222,7578,42726,4136,39293,42726,111822,31223,NA
"MT",1970-01-01,2524,9696,187,8090,48211,4730,48567,48211,128823,38871,NA
"MT",1971-01-01,2887,9546,195,8596,50287,5131,51927,50287,135840,42381,NA
"MT",1972-01-01,7258,11523,220,7492,62036,4474,79605,62036,182817,68082,NA
"MT",1973-01-01,1694,12057,243,6694,63144,5226,89123,63144,187156,77066,NA
"MT",1974-01-01,3055,15736,273,22507,65893,9822,94765,65893,219984,79029,NA
"MT",1975-01-01,3403,22079,238,10604,69571,14685,110678,69571,232712,88599,NA
"MT",1976-01-01,3361,23020,267,16813,76680,31344,120540,76680,277745,97520,NA
"MT",1977-01-01,3604,24957,288,15636,82977,43543,136819,82977,312399,111862,NA
"MT",1978-01-01,3482,29239,305,16329,88947,44667,152860,88947,338256,123621,NA
"MT",1979-01-01,4253,36092,333,24991,101589,53919,177671,101589,400553,141579,NA
"MT",1980-01-01,5002,45623,300,18129,95191,94636,180635,95191,435751,135012,NA
"MT",1981-01-01,4880,52901,458,23500,95273,99248,198937,95273,465010,146036,NA
"MT",1982-01-01,6694,44630,468,33980,102906,149361,188434,102906,529247,143804,NA
"MT",1983-01-01,7225,35825,542,26027,107323,137599,187609,107323,513658,151784,NA
"MT",1984-01-01,8555,35396,517,38797,134730,144761,205742,134730,583341,170346,NA
"MT",1985-01-01,8661,62671,752,41944,139683,150673,243728,139683,640750,181057,NA
"MT",1986-01-01,9249,58585,801,45043,140716,129934,230801,140716,617108,172216,NA
"MT",1987-01-01,9274,34568,769,41957,148705,101453,229243,148705,595844,194675,NA
"MT",1988-01-01,10305,46200,750,34958,182094,112779,289968,182094,714960,243768,NA
"MT",1989-01-01,10021,56140,827,36569,179330,85457,321678,179330,727969,265538,NA
"MT",1990-01-01,11610,80316,790,103609,182574,95740,359959,182574,857685,279643,NA
"MT",1991-01-01,11652,70784,783,77405,183377,82913,353744,183377,817679,282960,NA
"MT",1992-01-01,17196,57683,849,182204,202157,123795,379221,202157,1034876,321538,NA
"MT",1993-01-01,17593,85054,830,234637,200143,97141,442041,200143,1129966,356987,NA
"MT",1994-01-01,22844,68872,928,226373,242219,90893,414516,242219,1160867,345644,NA
"MT",1995-01-01,25915,75520,962,229500,249108,83241,447613,249108,1214152,372093,NA
"MT",1996-01-01,26822,75762,1050,229692,269478,88303,458854,269478,1211162,383092,NA
"MT",1997-01-01,27209,81999,997,234906,274367,93907,488275,274367,1308855,406276,NA
"MT",1998-01-01,28687,77928,1043,227511,274745,76112,522089,274745,1327652,444161,NA
"MT",1999-01-01,22304,89624,1076,228305,304341,74190,572656,304341,1345730,483032,NA
"MT",2000-01-01,25156,99772,1196,218883,343911,85226,616033,343911,1410760,516261,NA
"MT",2001-01-01,29013,103670,1277,204240,352364,131900,659685,352364,1495810,556015,NA
"MT",2002-01-01,25991,68173,1692,181501,370801,88882,585741,370801,1442731,517568,NA
"MT",2003-01-01,29041,44137,1771,186503,385840,111095,579967,385840,1487019,535830,NA
"MT",2004-01-01,37855,67723,1112,183937,437051,83503,673305,437051,1625692,605582,NA
"MT",2005-01-01,40887,98214,1010,185349,455151,181201,811604,455151,1875545,713390,NA
"MT",2006-01-01,43431,153675,1139,194362,513927,247385,922586,513927,2126324,768911,NA
"MT",2007-01-01,85425,178707,3023,201825,530159,264740,1011623,530159,2319992,832916,NA
"MT",2008-01-01,90416,161713,3128,220327,544402,347221,1031777,544402,2457929,870064,NA
"MT",2009-01-01,92600,164255,2768,235150,529392,349714,991451,529392,2407400,827196,NA
"MT",2010-01-01,97429,93225,2925,236830,532013,253649,808039,532013,2142809,714814,NA
"MT",2011-01-01,98685,123985,3089,243684,533372,278372,936614,533372,2303516,812629,NA
"MT",2012-01-01,99751,132361,3222,257189,544733,305617,1032541,544733,2459324,900180,NA
"MT",2013-01-01,96285,170999,3230,262313,558961,282356,1216499,558961,2644610,1045500,NA
"MT",2014-01-01,98851,150139,3311,268508,550254,305614,1213400,550254,2655553,1063261,NA
"MT",2015-01-01,108470,168039,3594,268057,603200,269287,1348517,603200,2843465,1180478,NA
"MT",2016-01-01,107039,118969,4282,278497,562474,164373,1300011,562474,2627943,1181042,NA
"MT",2017-01-01,105463,124821,4594,277615,620235,167471,1305165,620235,2729685,1180344,NA
"MT",2018-01-01,110183,175954,4920,300258,655034,185397,1480269,655034,3003980,1304315,NA
"MT",2019-01-01,116554,185097,5435,312300,663096,202463,1597960,663096,3168557,1412863,NA
"MT",2020-01-01,175531,186297,5283,332869,678835,173824,1525034,678835,3168411,1338737,NA
"MT",2021-01-01,176809,268444,7279,334759,768499,130998,2157888,768499,3880366,1889444,NA
"MT",2022-01-01,183629,291198,7694,359844,851812,227029,2678206,851812,4622866,2387008,NA
"NC",1942-01-01,NA,16376,2303,2786,53925,0,22553,38262,99194,6177,NA
"NC",1943-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"NC",1944-01-01,NA,24614,2709,3297,51833,0,36039,32181,111238,11425,NA
"NC",1945-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"NC",1946-01-01,NA,21845,3023,4020,71860,0,37903,45305,137544,16058,NA
"NC",1947-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"NC",1948-01-01,NA,35280,3482,4078,103052,0,59584,63717,195677,24304,NA
"NC",1949-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"NC",1950-01-01,NA,30015,4368,4553,118894,0,54412,77046,212728,24397,NA
"NC",1951-01-01,9422,39101,4595,5133,141432,0,69249,91428,255667,30148,NA
"NC",1952-01-01,9597,42564,5216,5356,151111,0,79032,99290,278482,36468,NA
"NC",1953-01-01,10575,38429,5690,5879,161396,0,75814,106198,287817,37385,NA
"NC",1954-01-01,10863,37907,6047,5852,164905,0,76739,109398,294771,38832,NA
"NC",1955-01-01,11422,34957,6299,6847,174524,0,75010,116169,307411,40053,NA
"NC",1956-01-01,12579,44134,6776,8071,199970,0,91944,128505,352531,47810,NA
"NC",1957-01-01,12712,45582,7140,8309,208161,0,98455,134566,369779,52873,NA
"NC",1958-01-01,12829,45575,7390,8086,209062,0,100683,135766,375134,55108,NA
"NC",1959-01-01,14345,41044,7583,9844,225574,0,101768,144245,397630,60724,NA
"NC",1960-01-01,14846,51516,8193,11155,240859,0,143330,152881,459373,91814,NA
"NC",1961-01-01,15448,55330,8778,11307,251566,0,149106,161753,479439,93776,NA
"NC",1962-01-01,16285,56796,9373,13482,302341,0,152250,171125,539134,95454,NA
"NC",1963-01-01,16691,62655,9962,13131,328308,0,166580,182366,588551,103925,NA
"NC",1964-01-01,16004,66218,10948,14550,347706,0,182138,190975,623835,115920,NA
"NC",1965-01-01,17753,79441,11410,16269,370526,0,215792,202058,688109,136351,NA
"NC",1966-01-01,19021,90481,12393,18189,406706,0,255551,218460,776887,165070,NA
"NC",1967-01-01,19596,98494,13435,17903,438952,0,287057,237310,840712,188563,NA
"NC",1968-01-01,20114,96888,15256,21117,463244,0,313437,245692,901528,216549,NA
"NC",1969-01-01,20949,112457,16628,24317,514296,0,352101,274700,1009568,239644,NA
"NC",1970-01-01,23597,112408,20340,23680,647688,0,383353,383227,1190220,270945,NA
"NC",1971-01-01,24559,116707,21359,25169,710762,0,418463,424666,1296974,301756,NA
"NC",1972-01-01,26449,123502,24163,28551,789453,0,485318,464036,1460869,361816,NA
"NC",1973-01-01,28446,139239,26250,32721,873095,0,570461,503537,1657474,431222,NA
"NC",1974-01-01,30418,153289,29915,30622,932107,0,657608,521685,1806433,504319,NA
"NC",1975-01-01,31444,166447,32617,29222,968773,0,716374,544755,1900440,549927,NA
"NC",1976-01-01,33694,156661,34384,32695,1056978,0,761454,591116,2059951,604793,NA
"NC",1977-01-01,36047,204291,37819,38041,1128763,0,986383,617262,2384780,782092,NA
"NC",1978-01-01,37562,230088,41530,39304,1241045,0,1078335,660713,2608437,848247,NA
"NC",1979-01-01,40844,254778,45217,42768,1352485,1013,1251005,704192,2914931,996227,NA
"NC",1980-01-01,41841,291752,49335,45908,1413025,1292,1472259,719461,3215348,1180507,NA
"NC",1981-01-01,42784,279937,56127,51047,1496377,1385,1583454,757498,3431002,1303517,NA
"NC",1982-01-01,48372,277460,64507,56871,1673132,1217,1726830,893620,3790035,1449370,NA
"NC",1983-01-01,37861,306534,71435,62003,1763988,1197,1856641,938285,4028477,1550107,NA
"NC",1984-01-01,41193,368047,79023,72530,1998866,1334,2153034,996747,4636021,1784987,NA
"NC",1985-01-01,45084,490296,86671,79489,2161583,1469,2513759,1001969,5198024,2023463,NA
"NC",1986-01-01,54712,512095,95489,69007,2312029,1436,2718844,927960,5579710,2206749,NA
"NC",1987-01-01,54363,566480,106048,78316,2535085,1436,3166724,1074066,6274524,2600244,NA
"NC",1988-01-01,61999,633049,121156,80370,2821701,1579,3417434,1194029,6843064,2784385,NA
"NC",1989-01-01,57827,789261,122598,86892,2916047,1524,3820026,1214214,7369389,3030765,NA
"NC",1990-01-01,69572,612388,132668,99342,3192321,1540,4002778,1419410,7864737,3390390,NA
"NC",1991-01-01,76728,499958,154700,92478,3126370,1648,4034432,1436499,7850043,3534474,NA
"NC",1992-01-01,79800,643865,161398,112183,3972981,1621,4226883,1801940,9009742,3583018,NA
"NC",1993-01-01,79689,710658,165328,120592,4211669,1735,4702674,1857947,9753838,3992016,NA
"NC",1994-01-01,93601,737260,164406,127087,4597688,1863,5025408,2008683,10518600,4288148,NA
"NC",1995-01-01,117518,906007,184382,128616,4861376,1919,5605122,2067265,11425714,4699115,NA
"NC",1996-01-01,96653,939278,198197,11448,5143859,1869,5868286,2173293,11882318,4929008,NA
"NC",1997-01-01,98368,981378,230081,0,5316289,1970,6440341,2259458,12678199,5458963,NA
"NC",1998-01-01,110862,999759,227148,217,5735162,2015,7124468,2462388,13869426,6124709,NA
"NC",1999-01-01,127870,920583,226999,31,5868703,1950,7506736,2526546,14436294,6586153,NA
"NC",2000-01-01,109318,1197162,158393,19,5941139,1937,8406832,2566573,15315386,7209670,NA
"NC",2001-01-01,72322,723635,398278,4,6214959,2047,8249917,2758881,15599964,7526282,NA
"NC",2002-01-01,104795,668124,273669,0,6564585,1889,7933366,2823870,15537366,7265242,NA
"NC",2003-01-01,107435,898369,311879,0,6752122,1858,7987511,2746998,15848650,7089142,NA
"NC",2004-01-01,131728,837085,337741,0,7269201,1894,8348063,2917379,16836454,7510978,NA
"NC",2005-01-01,144173,1271985,388000,0,7615545,1932,9699538,3013463,18639618,8427553,NA
"NC",2006-01-01,152683,1308022,357075,0,8366868,1967,10775300,3345220,20602902,9467278,NA
"NC",2007-01-01,162303,1565544,399207,0,8866005,1898,12154495,3663582,22612798,10588951,NA
"NC",2008-01-01,198359,1206412,456035,0,8934786,1889,12200339,3664857,22809716,10993927,NA
"NC",2009-01-01,196785,901445,534642,0,8435185,1740,10461798,3471751,20525663,9560353,NA
"NC",2010-01-01,197097,1294314,621546,0,9433591,1464,10428003,3576598,21514930,9133689,NA
"NC",2011-01-01,207340,1092078,500226,0,9934501,1610,10961570,3749493,22400573,9869492,NA
"NC",2012-01-01,216751,1220072,523265,0,9540442,1562,11603868,3966784,22714557,10383796,NA
"NC",2013-01-01,230263,1285907,575863,0,9713199,1656,12354073,4120639,23767449,11068166,NA
"NC",2014-01-01,292454,1360628,625656,NA,9980713,1776,11751148,4138531,23512645,10390520,NA
"NC",2015-01-01,297979,1330223,631302,NA,10733859,1870,12527873,3871281,25084225,11197650,NA
"NC",2016-01-01,314770,1066511,609823,NA,11149894,1961,13109468,3962050,26218693,12042957,NA
"NC",2017-01-01,346082,757041,826889,NA,11698702,1892,12843373,4041804,26868715,12086332,NA
"NC",2018-01-01,348322,742512,757312,NA,12213452,1913,13352120,4281696,27854728,12609608,NA
"NC",2019-01-01,352886,836415,842349,NA,12802893,1824,14095305,4426315,29324429,13258890,NA
"NC",2020-01-01,337825,662343,751945,NA,12840706,1724,13168249,4366899,28307011,12505906,NA
"NC",2021-01-01,378153,1515650,990614,NA,14568680,1801,17423701,4851082,34716787,15908051,NA
"NC",2022-01-01,397873,1631119,1012322,NA,16328599,1724,19303124,5288783,38453594,17672005,NA
"ND",1942-01-01,NA,0,NA,4684,NA,0,969,6001,18859,969,4382
"ND",1943-01-01,NA,0,NA,0,NA,0,0,0,0,0,0
"ND",1944-01-01,NA,848,NA,4430,NA,0,2359,5241,19754,1511,4884
"ND",1945-01-01,NA,0,NA,0,NA,0,0,0,0,0,0
"ND",1946-01-01,NA,543,NA,2580,NA,0,2157,7099,21196,1614,6328
"ND",1947-01-01,NA,0,NA,0,NA,0,0,0,0,0,0
"ND",1948-01-01,NA,1189,NA,1566,NA,0,5311,9187,31508,4122,10423
"ND",1949-01-01,NA,0,NA,0,NA,0,0,0,0,0,0
"ND",1950-01-01,NA,1306,NA,3647,NA,0,5003,11572,39210,3697,11563
"ND",1951-01-01,1044,1351,NA,3986,NA,0,5163,13512,42352,3812,12049
"ND",1952-01-01,1036,1391,NA,3687,NA,0,5482,14806,45011,4091,12290
"ND",1953-01-01,842,967,NA,3267,NA,0,4528,15374,44472,3561,12669
"ND",1954-01-01,979,940,NA,3267,NA,307,3552,14925,43597,2612,12770
"ND",1955-01-01,1092,997,NA,3500,NA,757,3692,15370,45935,2695,13055
"ND",1956-01-01,1104,1205,NA,2708,NA,1806,4081,17643,50563,2876,13152
"ND",1957-01-01,1087,1174,NA,2623,NA,1581,4618,17937,51750,3444,14218
"ND",1958-01-01,1209,1297,NA,2758,NA,1895,5014,19058,55957,3717,15182
"ND",1959-01-01,1423,1515,NA,2678,NA,2151,6010,20138,58660,4495,16128
"ND",1960-01-01,1712,1414,NA,3220,NA,2502,6210,19674,60760,4796,15876
"ND",1961-01-01,1860,1512,NA,2497,NA,3042,6233,22002,62318,4721,15685
"ND",1962-01-01,1772,1766,NA,2590,NA,3159,8236,20994,63728,6470,14787
"ND",1963-01-01,1933,1812,NA,2743,NA,3402,7960,23370,68595,6148,17607
"ND",1964-01-01,2032,2028,NA,2720,NA,3483,9291,24063,76187,7263,21115
"ND",1965-01-01,1932,2472,NA,2703,NA,3406,10428,26300,82080,7956,23494
"ND",1966-01-01,2386,3054,NA,2602,NA,3453,12276,26914,84425,9222,23561
"ND",1967-01-01,2307,3335,NA,2314,NA,3524,14421,26971,86628,11086,23729
"ND",1968-01-01,2768,3787,NA,1356,NA,3403,16945,27775,101456,13158,33298
"ND",1969-01-01,2914,2188,NA,1348,NA,3306,16152,30421,105421,13964,35631
"ND",1970-01-01,2922,2998,NA,1406,NA,3198,18377,34069,121646,15379,42926
"ND",1971-01-01,3099,7723,NA,1410,NA,3166,24600,37343,142242,16877,54403
"ND",1972-01-01,3387,8872,NA,1476,NA,3306,28378,40904,157807,19506,60970
"ND",1973-01-01,3535,10089,NA,1353,NA,3140,37407,43070,179716,27318,70092
"ND",1974-01-01,3964,14526,NA,1463,NA,4358,59961,44572,218693,45435,81146
"ND",1975-01-01,4561,19964,NA,1468,NA,6880,84544,46827,263638,64580,94458
"ND",1976-01-01,5213,19572,NA,1730,NA,12594,78348,51331,287376,58776,110238
"ND",1977-01-01,5799,21800,NA,2605,NA,15418,76837,54721,296330,55037,110224
"ND",1978-01-01,9282,20921,NA,2625,NA,18619,90092,60792,309589,69171,97471
"ND",1979-01-01,10063,28871,NA,2487,NA,25503,78089,67286,324791,49218,108992
"ND",1980-01-01,11095,36348,NA,2174,NA,43927,89694,67802,371861,53346,124012
"ND",1981-01-01,12712,41051,NA,2495,NA,103390,103470,67039,450755,62419,129509
"ND",1982-01-01,14133,37734,NA,2072,NA,186685,73076,72297,532631,35342,146935
"ND",1983-01-01,16084,30594,NA,1746,NA,184527,65730,72961,526006,35136,146377
"ND",1984-01-01,18290,43712,NA,1867,NA,199553,117663,100316,684399,73951,204342
"ND",1985-01-01,17116,84445,NA,1821,NA,176278,160627,106117,692213,76182,187457
"ND",1986-01-01,17426,56312,NA,1967,NA,146971,129680,102531,616076,73368,177042
"ND",1987-01-01,20667,33442,NA,2123,NA,95808,113592,105888,573373,80150,193779
"ND",1988-01-01,12605,41765,NA,1133,NA,93257,155999,153110,664458,114234,206018
"ND",1989-01-01,11675,42433,NA,1135,NA,79499,147957,156113,666140,105524,222805
"ND",1990-01-01,12791,46762,NA,2129,NA,79576,152449,149524,677112,105687,230973
"ND",1991-01-01,11737,50911,NA,2133,NA,108015,165184,184538,755054,114273,235255
"ND",1992-01-01,18919,38610,NA,1908,NA,83305,158107,155370,693007,119497,232720
"ND",1993-01-01,17707,54174,NA,2134,NA,131035,179861,201601,836438,125687,248598
"ND",1994-01-01,19989,71461,NA,1953,NA,110396,208405,240530,884714,136944,256203
"ND",1995-01-01,25274,69880,NA,1991,NA,113425,212877,264693,958725,142997,283382
"ND",1996-01-01,28930,74299,NA,2079,NA,115470,225891,277620,985327,151592,282131
"ND",1997-01-01,27421,75223,NA,2212,NA,135552,238539,294680,1064010,163316,311433
"ND",1998-01-01,29302,82544,NA,2295,NA,121192,260417,300867,1078375,177873,309139
"ND",1999-01-01,29078,93595,NA,2398,NA,100114,275568,304569,1106499,181973,332814
"ND",2000-01-01,35741,78221,NA,2486,NA,144740,276842,324779,1172373,198621,330269
"ND",2001-01-01,33657,63390,NA,2576,NA,164624,276875,280744,1164353,213485,340126
"ND",2002-01-01,36036,49990,NA,1375,NA,138244,249580,284361,1117299,199590,335613
"ND",2003-01-01,34612,55989,NA,1435,NA,161253,255379,288775,1177727,199390,360831
"ND",2004-01-01,46226,49807,NA,1478,NA,175625,263789,299434,1228890,213982,367304
"ND",2005-01-01,39770,75836,NA,1536,NA,262339,317844,299540,1403293,242008,410216
"ND",2006-01-01,49241,120113,NA,1621,NA,346672,395743,311605,1621912,275630,427487
"ND",2007-01-01,50997,136424,NA,1787,NA,391337,453318,324365,1782990,316894,484341
"ND",2008-01-01,57272,161925,NA,1901,NA,791692,479174,343328,2312056,317249,530078
"ND",2009-01-01,42660,129542,NA,1942,NA,827417,499707,337397,2414494,370165,607171
"ND",2010-01-01,59486,88347,NA,2125,NA,1136553,392111,345038,2645695,303764,603740
"ND",2011-01-01,61375,160640,NA,2292,NA,1021709,593756,392807,2960240,433116,776378
"ND",2012-01-01,62880,215622,NA,2398,NA,1713225,648149,471746,4146149,432527,1122783
"ND",2013-01-01,73437,225719,NA,2808,NA,2457530,867485,494742,5298770,641766,1268695
"ND",2014-01-01,86656,250438,NA,3026,NA,3293053,748966,527934,6120435,498528,1320196
"ND",2015-01-01,78671,186039,NA,3505,NA,2849324,722170,546733,5736355,536131,1389083
"ND",2016-01-01,59907,103069,NA,3910,NA,1550122,454194,479555,3709105,351125,1017269
"ND",2017-01-01,70152,60871,NA,4401,NA,1517134,380378,477252,3465326,319507,872176
"ND",2018-01-01,74562,107277,NA,4549,NA,2115757,474912,482971,4205184,367635,912532
"ND",2019-01-01,84226,146523,NA,4636,NA,2610995,561797,510485,4969744,415274,1053147
"ND",2020-01-01,77968,81490,NA,5427,NA,2086801,458354,496993,4336232,376864,1067967
"ND",2021-01-01,66170,155458,NA,5207,NA,1662082,604162,506973,3908672,448704,919915
"ND",2022-01-01,57603,229201,NA,5322,NA,2858236,702126,511613,5350784,472925,1074703
"NE",1942-01-01,NA,0,151,5690,14921,0,0,14921,23624,0,NA
"NE",1943-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"NE",1944-01-01,NA,0,144,6017,13430,0,0,13430,23332,0,NA
"NE",1945-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"NE",1946-01-01,NA,0,163,6379,17467,0,0,17467,28661,0,NA
"NE",1947-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"NE",1948-01-01,NA,0,209,12593,25303,0,0,25303,43401,0,NA
"NE",1949-01-01,NA,0,0,0,0,0,0,0,0,0,NA
"NE",1950-01-01,NA,0,221,15321,31362,0,0,31362,54055,0,NA
"NE",1951-01-01,958,0,233,15975,31296,0,0,31296,52558,0,NA
"NE",1952-01-01,955,0,228,19308,30556,0,0,30556,56178,0,NA
"NE",1953-01-01,1059,0,276,21684,33253,0,0,33253,60625,0,NA
"NE",1954-01-01,1096,0,314,19667,37527,0,0,37527,65190,0,NA
"NE",1955-01-01,1136,0,233,20561,40740,0,0,40740,68649,0,NA
"NE",1956-01-01,1270,0,352,24182,40219,377,0,40219,74930,0,NA
"NE",1957-01-01,1419,0,382,23828,40272,1003,0,40272,73683,0,NA
"NE",1958-01-01,1855,0,429,25101,44597,1169,0,44597,81962,0,NA
"NE",1959-01-01,1979,0,329,25556,48438,1257,0,48438,85234,0,NA
"NE",1960-01-01,2106,0,510,27173,50679,1354,0,50679,91058,0,NA
"NE",1961-01-01,2166,0,583,29047,52658,1367,0,52658,94322,0,NA
"NE",1962-01-01,2586,0,485,28585,51959,1352,0,51959,94757,0,NA
"NE",1963-01-01,2494,0,650,30456,54391,1304,0,54391,98616,0,NA
"NE",1964-01-01,2710,0,590,33591,61759,1183,0,61759,111214,0,NA
"NE",1965-01-01,2893,0,494,35022,65690,1029,0,65690,115222,0,NA
"NE",1966-01-01,2436,0,683,42360,72584,850,0,72584,130001,0,NA
"NE",1967-01-01,2712,0,658,44666,76403,748,0,76403,136459,0,NA
"NE",1968-01-01,3078,1374,1384,11372,145493,763,14835,80224,193977,13461,NA
"NE",1969-01-01,3123,6866,1238,1672,152546,734,43494,82178,217329,36628,NA
"NE",1970-01-01,3606,8550,1357,2006,171008,766,52994,96125,261307,44444,NA
"NE",1971-01-01,3500,9405,1491,570,190589,686,63293,101636,294447,53888,NA
"NE",1972-01-01,4092,10106,1596,508,212524,631,64276,112539,319480,54170,NA
"NE",1973-01-01,4515,14010,1451,479,230600,525,99147,121773,375125,85137,NA
"NE",1974-01-01,5008,21949,1804,482,256858,722,101283,128874,405615,79334,NA
"NE",1975-01-01,5315,25858,1778,143,272428,958,104294,130407,424805,78436,NA
"NE",1976-01-01,6895,28514,1966,146,302239,1113,134250,136574,489419,105736,NA
"NE",1977-01-01,7503,41946,2066,2915,343083,1131,212541,144347,612918,170595,NA
"NE",1978-01-01,8625,47067,2230,3103,397407,1243,220497,156923,680204,173430,NA
"NE",1979-01-01,7756,49985,2429,3510,416048,1516,258542,163487,742560,208557,NA
"NE",1980-01-01,10188,57579,2592,2502,446856,2948,293400,169842,816767,235821,NA
"NE",1981-01-01,10571,54128,2746,3110,465580,4196,255289,184368,803960,201161,NA
"NE",1982-01-01,12528,48498,2980,3025,491082,6010,275058,202565,860527,226560,NA
"NE",1983-01-01,13670,51635,6007,3570,560307,5217,332297,203699,987054,280662,NA
"NE",1984-01-01,13980,66909,4708,2623,596517,4539,371227,221976,1068742,304318,NA
"NE",1985-01-01,16568,48959,4507,4094,566078,4607,367807,224649,1040064,318848,NA
"NE",1986-01-01,18335,54559,4499,4145,605090,4037,406387,255206,1119382,351828,NA
"NE",1987-01-01,22334,67423,4419,3574,663649,2396,427226,273103,1203344,359803,NA
"NE",1988-01-01,20538,73783,4520,3884,726593,2571,505818,278803,1342868,432035,NA
